Council,Councilname,Organisation,Year,Grant Category,NumberofApplications,NumberofAwards,AwardRate,AmountApplied,AmountAwarded,AwardRateValue,latitude,longitude
ESRC,Economic and Social,Bournemouth University,2019-20,Research and Innovation Grant,6,0,0,2218,0,0,50.742979,-1.897168
ESRC,Economic and Social,Brunel University London,2015-16,Research and Innovation Grant,8,2,25,4689,1534,33,51.532838,-0.472856
ESRC,Economic and Social,Brunel University London,2016-17,Research and Innovation Grant,1,0,0,99,0,0,51.532838,-0.472856
ESRC,Economic and Social,Brunel University London,2017-18,Research and Innovation Grant,3,1,33,497,50,10,51.532838,-0.472856
ESRC,Economic and Social,Brunel University London,2018-19,Research and Innovation Grant,5,1,20,2547,284,11,51.532838,-0.472856
ESRC,Economic and Social,Brunel University London,2019-20,Research and Innovation Grant,2,1,50,557,70,13,51.532838,-0.472856
ESRC,Economic and Social,Canterbury Christ Church University,2016-17,Research and Innovation Grant,1,0,0,240,0,0,51.279643,1.089364
ESRC,Economic and Social,Canterbury Christ Church University,2017-18,Research and Innovation Grant,1,0,0,675,0,0,51.279643,1.089364
ESRC,Economic and Social,Cardiff Metropolitan University,2019-20,Research and Innovation Grant,1,0,0,239,0,0,51.483608,-3.223624
ESRC,Economic and Social,Cardiff University,2015-16,Fellowship,1,1,100,176,175,99,51.489057,-3.179825
ESRC,Economic and Social,Cardiff University,2017-18,Fellowship,1,1,100,492,498,101,51.489057,-3.179825
ESRC,Economic and Social,Cardiff University,2018-19,Fellowship,5,5,100,453,456,101,51.489057,-3.179825
ESRC,Economic and Social,Cardiff University,2019-20,Fellowship,6,5,83,904,468,52,51.489057,-3.179825
ESRC,Economic and Social,Cardiff University,2015-16,Research and Innovation Grant,27,4,15,9041,1979,22,51.489057,-3.179825
ESRC,Economic and Social,Cardiff University,2016-17,Research and Innovation Grant,34,8,24,16200,4917,30,51.489057,-3.179825
ESRC,Economic and Social,Cardiff University,2017-18,Research and Innovation Grant,18,4,22,11112,6143,55,51.489057,-3.179825
ESRC,Economic and Social,Cardiff University,2018-19,Research and Innovation Grant,40,14,35,19360,10108,52,51.489057,-3.179825
ESRC,Economic and Social,Cardiff University,2019-20,Research and Innovation Grant,27,8,30,17102,8247,48,51.489057,-3.179825
ESRC,Economic and Social,"City, University of London",2015-16,Research and Innovation Grant,14,1,7,5659,521,9,51.527704,-0.102614
ESRC,Economic and Social,"City, University of London",2016-17,Research and Innovation Grant,16,1,6,6136,239,4,51.527704,-0.102614
ESRC,Economic and Social,"City, University of London",2017-18,Research and Innovation Grant,6,0,0,1857,0,0,51.527704,-0.102614
ESRC,Economic and Social,"City, University of London",2018-19,Research and Innovation Grant,6,2,33,1651,293,18,51.527704,-0.102614
ESRC,Economic and Social,"City, University of London",2019-20,Research and Innovation Grant,8,1,13,3972,243,6,51.527704,-0.102614
ESRC,Economic and Social,Coventry University,2017-18,Fellowship,1,0,0,290,0,0,52.405314,-1.500063
ESRC,Economic and Social,Coventry University,2015-16,Research and Innovation Grant,12,2,17,2586,372,14,52.405314,-1.500063
ESRC,Economic and Social,Coventry University,2016-17,Research and Innovation Grant,9,2,22,5870,160,3,52.405314,-1.500063
ESRC,Economic and Social,Coventry University,2017-18,Research and Innovation Grant,13,2,15,6450,344,5,52.405314,-1.500063
ESRC,Economic and Social,Coventry University,2018-19,Research and Innovation Grant,9,2,22,1516,525,35,52.405314,-1.500063
ESRC,Economic and Social,Coventry University,2019-20,Research and Innovation Grant,7,1,14,4153,134,3,52.405314,-1.500063
ESRC,Economic and Social,Cranfield University,2015-16,Research and Innovation Grant,6,0,0,5622,0,0,52.073918,-0.628755
ESRC,Economic and Social,Cranfield University,2016-17,Research and Innovation Grant,1,0,0,147,0,0,52.073918,-0.628755
ESRC,Economic and Social,Cranfield University,2017-18,Research and Innovation Grant,4,2,50,1054,668,63,52.073918,-0.628755
ESRC,Economic and Social,Cranfield University,2018-19,Research and Innovation Grant,2,0,0,2141,0,0,52.073918,-0.628755
ESRC,Economic and Social,Cranfield University,2019-20,Research and Innovation Grant,5,1,20,4119,1750,42,52.073918,-0.628755
ESRC,Economic and Social,De Montfort University,2015-16,Research and Innovation Grant,4,0,0,1290,0,0,52.629286,-1.137817
ESRC,Economic and Social,De Montfort University,2016-17,Research and Innovation Grant,2,1,50,661,429,65,52.629286,-1.137817
ESRC,Economic and Social,De Montfort University,2017-18,Research and Innovation Grant,2,0,0,571,0,0,52.629286,-1.137817
ESRC,Economic and Social,De Montfort University,2018-19,Research and Innovation Grant,6,3,50,1455,676,46,52.629286,-1.137817
ESRC,Economic and Social,De Montfort University,2019-20,Research and Innovation Grant,4,1,25,3519,1244,35,52.629286,-1.137817
ESRC,Economic and Social,Edge Hill University,2015-16,Research and Innovation Grant,1,0,0,147,0,0,53.559608,-2.873836
ESRC,Economic and Social,Edge Hill University,2016-17,Research and Innovation Grant,2,0,0,508,0,0,53.559608,-2.873836
ESRC,Economic and Social,Edge Hill University,2019-20,Research and Innovation Grant,2,0,0,956,0,0,53.559608,-2.873836
ESRC,Economic and Social,Edinburgh Napier University,2016-17,Research and Innovation Grant,3,0,0,1034,0,0,55.91805,-3.24006
ESRC,Economic and Social,Edinburgh Napier University,2017-18,Research and Innovation Grant,2,0,0,913,0,0,55.91805,-3.24006
ESRC,Economic and Social,Edinburgh Napier University,2018-19,Research and Innovation Grant,2,0,0,153,0,0,55.91805,-3.24006
ESRC,Economic and Social,Falmouth University,2019-20,Research and Innovation Grant,1,0,0,416,0,0,50.149625,-5.071079
ESRC,Economic and Social,Glasgow Caledonian University,2015-16,Research and Innovation Grant,2,0,0,531,0,0,55.86729,-4.250057
ESRC,Economic and Social,Glasgow Caledonian University,2016-17,Research and Innovation Grant,1,0,0,1242,0,0,55.86729,-4.250057
ESRC,Economic and Social,Glasgow Caledonian University,2017-18,Research and Innovation Grant,2,0,0,2745,0,0,55.86729,-4.250057
ESRC,Economic and Social,Glasgow Caledonian University,2018-19,Research and Innovation Grant,3,0,0,1767,0,0,55.86729,-4.250057
ESRC,Economic and Social,Glasgow School of Art,2019-20,Research and Innovation Grant,1,0,0,155,0,0,55.865958,-4.263405
ESRC,Economic and Social,Goldsmiths College,2018-19,Fellowship,1,1,100,87,86,99,51.474144,-0.035401
ESRC,Economic and Social,Goldsmiths College,2019-20,Fellowship,1,0,0,465,0,0,51.474144,-0.035401
ESRC,Economic and Social,Goldsmiths College,2015-16,Research and Innovation Grant,15,2,13,3253,211,6,51.474144,-0.035401
ESRC,Economic and Social,Goldsmiths College,2016-17,Research and Innovation Grant,8,0,0,5628,0,0,51.474144,-0.035401
ESRC,Economic and Social,Goldsmiths College,2017-18,Research and Innovation Grant,4,2,50,1599,786,49,51.474144,-0.035401
ESRC,Economic and Social,Goldsmiths College,2018-19,Research and Innovation Grant,10,3,30,3935,488,12,51.474144,-0.035401
ESRC,Economic and Social,Goldsmiths College,2019-20,Research and Innovation Grant,3,0,0,863,0,0,51.474144,-0.035401
ESRC,Economic and Social,Harper Adams University,2015-16,Research and Innovation Grant,1,0,0,176,0,0,52.779896,-2.425558
ESRC,Economic and Social,Harper Adams University,2016-17,Research and Innovation Grant,1,0,0,229,0,0,52.779896,-2.425558
ESRC,Economic and Social,Heriot-Watt University,2015-16,Research and Innovation Grant,6,2,33,2167,1082,50,55.909385,-3.320682
ESRC,Economic and Social,Heriot-Watt University,2016-17,Research and Innovation Grant,3,1,33,826,323,39,55.909385,-3.320682
ESRC,Economic and Social,Heriot-Watt University,2017-18,Research and Innovation Grant,8,1,13,7467,358,5,55.909385,-3.320682
ESRC,Economic and Social,Heriot-Watt University,2018-19,Research and Innovation Grant,5,1,20,2089,312,15,55.909385,-3.320682
ESRC,Economic and Social,Heriot-Watt University,2019-20,Research and Innovation Grant,4,0,0,2795,0,0,55.909385,-3.320682
ESRC,Economic and Social,"Imperial College of Science, Technology and Medicine",2015-16,Research and Innovation Grant,6,0,0,1442,0,0,51.498317,-0.176923
ESRC,Economic and Social,"Imperial College of Science, Technology and Medicine",2016-17,Research and Innovation Grant,13,3,23,6114,945,15,51.498317,-0.176923
ESRC,Economic and Social,"Imperial College of Science, Technology and Medicine",2017-18,Research and Innovation Grant,6,3,50,4142,1835,44,51.498317,-0.176923
ESRC,Economic and Social,"Imperial College of Science, Technology and Medicine",2018-19,Research and Innovation Grant,5,2,40,1572,340,22,51.498317,-0.176923
ESRC,Economic and Social,"Imperial College of Science, Technology and Medicine",2019-20,Research and Innovation Grant,9,1,11,4350,492,11,51.498317,-0.176923
ESRC,Economic and Social,Institute for Fiscal Studies,2015-16,Research and Innovation Grant,8,4,50,9627,8008,83,51.52018736,-0.131270619
ESRC,Economic and Social,Institute for Fiscal Studies,2016-17,Research and Innovation Grant,8,4,50,4025,1656,41,51.52018736,-0.131270619
ESRC,Economic and Social,Institute for Fiscal Studies,2017-18,Research and Innovation Grant,3,2,67,2628,2477,94,51.52018736,-0.131270619
ESRC,Economic and Social,Institute for Fiscal Studies,2018-19,Research and Innovation Grant,7,4,57,3453,1814,53,51.52018736,-0.131270619
ESRC,Economic and Social,Institute for Fiscal Studies,2019-20,Research and Innovation Grant,8,6,75,2384,1476,62,51.52018736,-0.131270619
ESRC,Economic and Social,Institute of Development Studies,2015-16,Research and Innovation Grant,11,3,27,3754,753,20,50.86593906,-0.090077213
ESRC,Economic and Social,Institute of Development Studies,2016-17,Research and Innovation Grant,11,1,9,13229,199,2,50.86593906,-0.090077213
ESRC,Economic and Social,Institute of Development Studies,2017-18,Research and Innovation Grant,12,2,17,5674,1266,22,50.86593906,-0.090077213
ESRC,Economic and Social,Institute of Education,2015-16,Research and Innovation Grant,6,0,0,2380,0,0,51.522977,-0.127965
ESRC,Economic and Social,King's College London,2018-19,Fellowship,7,5,71,1229,505,41,51.511612,-0.116253
ESRC,Economic and Social,King's College London,2019-20,Fellowship,8,5,63,1676,522,31,51.511612,-0.116253
ESRC,Economic and Social,King's College London,2015-16,Research and Innovation Grant,30,8,27,14761,3345,23,51.511612,-0.116253
ESRC,Economic and Social,King's College London,2016-17,Research and Innovation Grant,37,11,30,13966,2862,20,51.511612,-0.116253
ESRC,Economic and Social,King's College London,2017-18,Research and Innovation Grant,28,7,25,13104,8385,64,51.511612,-0.116253
ESRC,Economic and Social,King's College London,2018-19,Research and Innovation Grant,48,11,23,27700,7591,27,51.511612,-0.116253
ESRC,Economic and Social,King's College London,2019-20,Research and Innovation Grant,29,7,24,25159,11264,45,51.511612,-0.116253
ESRC,Economic and Social,Kingston University,2015-16,Research and Innovation Grant,7,0,0,1521,0,0,51.406309,-0.30786
ESRC,Economic and Social,Kingston University,2016-17,Research and Innovation Grant,6,0,0,4642,0,0,51.406309,-0.30786
ESRC,Economic and Social,Kingston University,2017-18,Research and Innovation Grant,3,0,0,843,0,0,51.406309,-0.30786
ESRC,Economic and Social,Kingston University,2018-19,Research and Innovation Grant,6,0,0,2504,0,0,51.406309,-0.30786
ESRC,Economic and Social,Kingston University,2019-20,Research and Innovation Grant,3,1,33,756,81,11,51.406309,-0.30786
ESRC,Economic and Social,Leeds Beckett University,2015-16,Research and Innovation Grant,5,0,0,938,0,0,53.826337,-1.59075
ESRC,Economic and Social,Leeds Beckett University,2016-17,Research and Innovation Grant,2,0,0,513,0,0,53.826337,-1.59075
ESRC,Economic and Social,Leeds Beckett University,2017-18,Research and Innovation Grant,5,0,0,1079,0,0,53.826337,-1.59075
ESRC,Economic and Social,Leeds Beckett University,2018-19,Research and Innovation Grant,1,0,0,50,0,0,53.826337,-1.59075
ESRC,Economic and Social,Leeds Beckett University,2019-20,Research and Innovation Grant,2,1,50,483,153,32,53.826337,-1.59075
ESRC,Economic and Social,Leeds Trinity University,2016-17,Research and Innovation Grant,1,0,0,255,0,0,53.84878,-1.64735
ESRC,Economic and Social,Liverpool Hope University,2015-16,Research and Innovation Grant,2,0,0,516,0,0,53.391475,-2.891936
ESRC,Economic and Social,Liverpool Hope University,2017-18,Research and Innovation Grant,2,0,0,370,0,0,53.391475,-2.891936
ESRC,Economic and Social,Liverpool John Moores University,2015-16,Research and Innovation Grant,1,0,0,549,0,0,53.403685,-2.973176
ESRC,Economic and Social,Liverpool John Moores University,2016-17,Research and Innovation Grant,3,0,0,429,0,0,53.403685,-2.973176
ESRC,Economic and Social,Liverpool John Moores University,2017-18,Research and Innovation Grant,4,0,0,1364,0,0,53.403685,-2.973176
ESRC,Economic and Social,Liverpool John Moores University,2018-19,Research and Innovation Grant,4,1,25,1497,198,13,53.403685,-2.973176
ESRC,Economic and Social,Liverpool John Moores University,2019-20,Research and Innovation Grant,3,1,33,1231,243,20,53.403685,-2.973176
ESRC,Economic and Social,Liverpool School of Tropical Medicine,2016-17,Research and Innovation Grant,4,0,0,3529,0,0,53.408563,-2.969135
ESRC,Economic and Social,Liverpool School of Tropical Medicine,2017-18,Research and Innovation Grant,1,0,0,262,0,0,53.408563,-2.969135
ESRC,Economic and Social,Liverpool School of Tropical Medicine,2019-20,Research and Innovation Grant,1,0,0,446,0,0,53.408563,-2.969135
ESRC,Economic and Social,London Business School,2015-16,Research and Innovation Grant,2,0,0,391,0,0,51.526581,-0.161378
ESRC,Economic and Social,London Business School,2016-17,Research and Innovation Grant,1,0,0,346,0,0,51.526581,-0.161378
ESRC,Economic and Social,London Business School,2017-18,Research and Innovation Grant,1,0,0,131,0,0,51.526581,-0.161378
ESRC,Economic and Social,London Business School,2019-20,Research and Innovation Grant,2,1,50,1564,791,51,51.526581,-0.161378
ESRC,Economic and Social,London Metropolitan University,2016-17,Research and Innovation Grant,1,0,0,295,0,0,51.551471,-0.110381
ESRC,Economic and Social,London Metropolitan University,2017-18,Research and Innovation Grant,1,0,0,572,0,0,51.551471,-0.110381
ESRC,Economic and Social,London Metropolitan University,2019-20,Research and Innovation Grant,1,0,0,436,0,0,51.551471,-0.110381
ESRC,Economic and Social,London School of Economics and Political Science,2015-16,Fellowship,5,4,80,565,411,73,51.514114,-0.116971
ESRC,Economic and Social,London School of Economics and Political Science,2017-18,Fellowship,2,2,100,672,683,102,51.514114,-0.116971
ESRC,Economic and Social,London School of Economics and Political Science,2018-19,Fellowship,8,7,88,1065,707,66,51.514114,-0.116971
ESRC,Economic and Social,London School of Economics and Political Science,2019-20,Fellowship,7,7,100,713,719,101,51.514114,-0.116971
ESRC,Economic and Social,London School of Economics and Political Science,2015-16,Research and Innovation Grant,36,7,19,24635,8228,33,51.514114,-0.116971
ESRC,Economic and Social,London School of Economics and Political Science,2016-17,Research and Innovation Grant,43,17,40,23354,8941,38,51.514114,-0.116971
ESRC,Economic and Social,London School of Economics and Political Science,2017-18,Research and Innovation Grant,28,13,46,22238,12485,56,51.514114,-0.116971
ESRC,Economic and Social,London School of Economics and Political Science,2018-19,Research and Innovation Grant,29,7,24,22824,5931,26,51.514114,-0.116971
ESRC,Economic and Social,London School of Economics and Political Science,2019-20,Research and Innovation Grant,19,7,37,19745,7333,37,51.514114,-0.116971
ESRC,Economic and Social,London School of Hygiene and Tropical Medicine,2017-18,Fellowship,1,1,100,0,0,,51.520925,-0.130687
ESRC,Economic and Social,London School of Hygiene and Tropical Medicine,2019-20,Fellowship,1,1,100,96,98,101,51.520925,-0.130687
